point_id,city,spatial_knn_mean_dist_m,spatial_knn_max_dist_m,spatial_neighbor_count_400m,spatial_knn_wmean__sidewalk_frac_mean,spatial_knn_wmean__crosswalk_frac_mean,spatial_knn_wmean__vegetation_frac_mean,spatial_knn_wmean__sky_frac_mean,spatial_knn_wmean__building_frac_mean,spatial_knn_wmean__sidewalk_width_px,spatial_knn_wmean__street_mask_coverage_mean,spatial_knn_wmean__agreement_score,spatial_knn_wmean__cap_sidewalk_ord,spatial_knn_wmean__cap_crosswalk_ord,spatial_knn_wmean__cap_traffic_volume_ord,spatial_knn_wmean__cap_tree_canopy_ord,spatial_knn_wmean__cap_transit_stop_ord,spatial_knn_wmean__cap_lighting_ord,spatial_knn_wmean__cap_maintenance_ord,spatial_knn_wmean__cap_unknown_count,pedgraph_unanchored
0,dc,400.0,400.0,0,0.0009360000258311,0.5433390140533447,0.0339660011231899,0.1361889988183975,0.0030839999672025,93.0,0.7062309980392456,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,
1,dc,400.0,400.0,0,0.1598799973726272,0.0764229968190193,0.1091440021991729,0.0924170017242431,0.0581599995493888,513.6699829101562,0.8321939706802368,0.666700005531311,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,
2,dc,212.41390991210935,360.0626695583624,11,0.0208805743604898,0.3038976788520813,0.0287951324135065,0.2235434800386428,0.0511037595570087,102.63507080078124,0.5951558947563171,0.8709981441497803,1.96019184589386,0.8704245686531067,1.0,1.7425312995910645,0.0,-0.9258713126182556,1.0,0.9752904176712036,
3,dc,226.7279357910156,376.4215209890351,10,0.0160611942410469,0.3673768043518066,0.0311172604560852,0.2612675428390503,0.0553354620933532,101.45402526855467,0.6726875305175781,0.8907570838928223,1.9590436220169067,0.8651822805404663,1.0000001192092896,1.807056188583374,0.0,0.879819393157959,1.6005091667175293,0.373393565416336,
4,dc,98.74534606933594,132.54883737733732,25,0.015439610928297,0.2679426670074463,0.0079124514013528,0.1560929119586944,0.3328416347503662,96.50985717773438,0.8109990358352661,0.8237940669059753,1.8583967685699463,0.9291983842849731,1.0000001192092896,1.3041956424713137,0.1522670686244964,1.640669584274292,1.4919767379760742,0.1197768598794937,
5,dc,128.75885009765625,230.2033172897908,15,0.0119234630838036,0.2921359837055206,0.0120524875819683,0.0846033468842506,0.3721534311771393,114.4743423461914,0.8546691536903381,0.6000573039054871,1.0535632371902466,0.5267816185951233,1.428633213043213,1.1383026838302612,0.0651320964097976,0.3295989632606506,1.218275785446167,0.5140688419342041,
6,dc,136.7950897216797,261.67739809344823,19,0.0193591136485338,0.3178283274173736,0.0140093844383955,0.0943182632327079,0.3274881243705749,121.73616790771484,0.8672579526901245,0.5645332336425781,0.8672572374343872,0.4136459529399872,1.553508758544922,1.233074188232422,0.0873004049062728,0.4324955642223358,1.0472807884216309,0.4604871869087219,
7,dc,181.4362030029297,233.69269271133084,20,0.0149589190259575,0.241946130990982,0.0061118779703974,0.0537017993628978,0.4665660560131073,62.01591491699219,0.8455055952072144,0.6607654690742493,0.4986388385295868,0.2493194192647934,1.3412456512451172,0.4252299070358276,0.1710786819458007,1.0534149408340454,1.485586166381836,0.2640942633152008,
8,dc,101.00935363769533,160.4559269113215,15,0.0295251868665218,0.2867098450660705,0.0120803173631429,0.0744323506951332,0.4020790755748749,166.8773651123047,0.8524742126464844,0.8323552012443542,2.0,0.9297364950180054,1.0,1.0,0.0,2.0,1.2435932159423828,0.0,
9,dc,146.83877563476562,188.7357097478001,21,0.022742461413145,0.211437702178955,0.0123358918353915,0.0658843368291854,0.4594487845897674,109.40506744384766,0.8447191715240479,0.8480686545372009,2.0,0.8938721418380737,1.0,1.0,0.0,1.6816164255142212,1.3916937112808228,0.106127880513668,
10,dc,190.816650390625,325.5070554058669,13,0.0249544233083724,0.3172841072082519,0.0376575738191604,0.2648245394229889,0.05292609333992,106.07305908203124,0.6611988544464111,0.9248940348625184,1.9287574291229248,0.7746595144271851,1.0,2.0,0.0,0.2926678657531738,1.3895362615585327,0.5691107511520386,
11,dc,69.5234146118164,120.05213612906232,24,0.0213728807866573,0.4229757785797119,0.014582397416234,0.0826101079583168,0.2599328756332397,84.61264038085938,0.791921079158783,0.7206426858901978,1.999999761581421,0.9999998807907104,0.9999998807907104,1.7214361429214478,0.1910197138786316,1.7983438968658447,1.881410837173462,0.0672186240553855,
12,dc,117.2642059326172,172.49272216493023,23,0.0134807452559471,0.3495947420597076,0.0123630939051508,0.1074843257665634,0.261257529258728,90.07145690917969,0.7439877986907959,0.8390932083129883,1.836308240890503,0.9181541204452516,1.0,1.2352310419082642,0.153421938419342,1.555179476737976,1.8517264127731323,0.1482734829187393,
13,dc,160.7978515625,233.6926927113308,15,0.0165185928344726,0.2788082361221313,0.0102798463776707,0.0835290625691413,0.3711895942687988,143.1199951171875,0.849428117275238,0.5709841847419739,1.2415872812271118,0.5570418834686279,1.4019505977630615,1.1384135484695437,0.2954317033290863,0.2863443791866302,1.0956199169158936,0.5712185502052307,
14,dc,77.03631591796875,137.5769302083962,25,0.0351595059037208,0.3832902610301971,0.0135375782847404,0.0994497537612915,0.2823388278484344,104.84119415283205,0.8121768832206726,0.7253978252410889,1.9999998807907104,0.9999999403953552,0.9999999403953552,1.7465887069702148,0.0455504730343818,1.3170151710510254,1.726251244544983,0.2276615798473358,
15,dc,67.24754333496094,111.40359011114654,24,0.0232974458485841,0.3004240989685058,0.0122341141104698,0.1520575731992721,0.2894229888916015,75.91110229492188,0.8011030554771423,0.7125211358070374,2.000000238418579,1.0000001192092896,1.0000001192092896,1.727546215057373,0.2204726934432983,0.6454477310180664,1.5484826564788818,0.4515174329280853,
16,dc,96.56805419921876,159.74402273905343,19,0.0195320546627044,0.2098730653524398,0.0195943340659141,0.0755654945969581,0.4749693870544433,108.35218048095705,0.8511918783187866,0.7948506474494934,2.0,0.8727179169654846,1.0,1.0,0.0,1.862657904624939,1.0850845575332642,0.0457807183265686,
17,dc,95.29744720458984,167.79779573073338,19,0.0124507769942283,0.2101528346538543,0.0209096539765596,0.0368541367352008,0.5310553312301636,79.83937072753906,0.8492659330368042,0.6956189274787903,2.0,0.9713007807731628,1.0,1.0,0.0,2.0,1.1959447860717771,0.0,
18,dc,118.96536254882812,184.22603539092745,23,0.0103392889723181,0.3204404711723327,0.0088015906512737,0.1291262060403823,0.3012158274650574,48.8762092590332,0.7797290086746216,0.666700005531311,1.8604326248168943,0.9302163124084472,1.053680658340454,1.246748924255371,0.6573839783668518,1.5937966108322144,1.8645988702774048,0.1354011446237564,
19,dc,95.8910903930664,172.54698428404558,19,0.0163919162005186,0.2219963520765304,0.0218177940696477,0.0754513293504715,0.499539703130722,98.4522476196289,0.8662139177322388,0.918078064918518,2.0,0.9708219170570374,1.0,1.0,0.0,2.0,1.214729905128479,0.0,
20,dc,124.0889892578125,188.12668319767175,22,0.0278980247676372,0.3094139397144317,0.0103070875629782,0.1012475192546844,0.2859604656696319,116.98916625976562,0.7770953178405762,0.6926398277282715,2.0,0.8544344902038574,1.0,1.5725356340408323,0.1748823225498199,1.1974279880523682,1.5571106672286987,0.2675240039825439,
21,dc,84.4572982788086,149.63620413081526,24,0.0220805704593658,0.3408406376838684,0.0122110256925225,0.1350792199373245,0.2645077705383301,75.8775405883789,0.7749589681625366,0.7245074510574341,2.0,1.0,1.0,1.646875262260437,0.3382535576820373,1.4621365070343018,1.8207120895385744,0.1792878806591034,
22,dc,80.03097534179688,135.49050729948328,23,0.0247463956475257,0.3546162545681,0.0129336658865213,0.099055141210556,0.2699904441833496,88.7143783569336,0.780198335647583,0.7334918975830078,2.0,1.0,1.0,1.7345651388168335,0.1949754953384399,1.301025629043579,1.7106322050094604,0.2329914271831512,
23,dc,173.4071044921875,213.8442046265372,22,0.0189007483422756,0.2432286739349365,0.0088916001841425,0.0810449048876762,0.3463254868984222,152.1497039794922,0.8133026361465454,0.6631854772567749,0.8235554695129395,0.3044476807117462,1.3835794925689695,0.7271169424057007,0.3180689811706543,0.7457108497619629,1.0189423561096191,0.3010495007038116,
24,dc,221.0699462890625,284.3920203960355,19,0.0128346532583236,0.2583031952381134,0.0069285091012716,0.0709289759397506,0.3652586042881012,80.4610366821289,0.8051419258117676,0.7035158276557922,1.3079177141189575,0.6539588570594788,1.6077754497528076,0.8374603986740112,0.3525644838809967,-0.2693234384059906,0.928640067577362,0.6480814218521118,
25,dc,150.54554748535156,182.34293336966547,21,0.0433702990412712,0.2581554353237152,0.0112010650336742,0.08968997746706,0.3838403820991516,108.9922103881836,0.8083754181861877,0.7210638523101807,2.0,0.8910585641860962,1.0,1.3868494033813477,0.1012272164225578,2.0,1.4984654188156128,0.0,
