point_id,city,walkability_index_v1,walkability_index_v2
0,seattle,0.26109898,0.42772608340928037
1,seattle,1.8465911,2.4968745887335304
10,seattle,0.022702452,0.1287163033261064
100,seattle,-4.9916506,-4.846164638810317
1000,seattle,0.8810148,0.31640089359342344
1001,seattle,-0.3616287,-0.22276985831854598
1002,seattle,-0.38296473,-0.2838729184140521
1003,seattle,0.38439712,0.13671555858325915
1004,seattle,-0.07497674,0.1752823362204038
1005,seattle,-0.077153124,0.17259163080385886
1006,seattle,0.43994486,0.20709520913066864
1007,seattle,-0.43665215,-0.35266048236476877
1008,seattle,-2.0934904,-3.062220982323233
1009,seattle,0.4781809,-0.2491511245855779
101,seattle,-1.4838902,-1.687623649701555
1010,seattle,0.36754793,-0.3859286499266141
1011,seattle,0.10137889,-0.21855120807937037
1012,seattle,0.115413256,-0.7247389874723211
1013,seattle,0.35474694,-0.4044145254309823
1014,seattle,0.17412777,-0.6532237964563913
1015,seattle,0.59191823,-0.041014475904300955
1016,seattle,-0.0020136891,-0.7690926627763769
1017,seattle,0.14438382,-0.6899967704825061
1018,seattle,0.5131795,-0.16298528426741538
1019,seattle,0.6216929,-0.24526207043191978
102,seattle,-1.4530581,-1.649505322967168
1020,seattle,0.69840765,-0.15224960378675284
1021,seattle,0.35773182,-0.35256434028670447
1022,seattle,-0.3492217,-0.012305780940896585
1023,seattle,-1.2382686,-1.166913068603869
1024,seattle,-0.12174444,-0.7988971832441117
1025,seattle,-0.16781141,0.008442718178696589
1026,seattle,-0.14984079,0.2416191977321224
1027,seattle,-0.047303285,0.15056817771487366
1028,seattle,-0.14931212,0.0313137142193289
1029,seattle,0.9240487,1.0574369352720547
103,seattle,0.31663534,0.31211059645101275
1030,seattle,0.5349803,0.07119502380247549
1031,seattle,0.3121229,-0.03580104085834201
1032,seattle,0.36408144,0.03405513416685525
1033,seattle,0.3949104,0.05639892465808634
1034,seattle,0.35464725,0.006620874452004275
1035,seattle,0.44929373,0.12229788899822652
1036,seattle,0.364312,-0.19138068506832237
1037,seattle,0.489122,0.1969137820592411
1038,seattle,-0.44390017,-0.34482313039534424
1039,seattle,-0.56251323,-0.49146657559704543
104,seattle,-1.4846157,-1.68852055150707
1040,seattle,-0.71428365,-0.6747944601632464
1041,seattle,0.25919634,-0.0926276525693425
1042,seattle,-1.7856443,-1.8858487054711308
1043,seattle,0.70457906,0.45569559729784065
1044,seattle,-1.0746061,-0.9380377892471533
1045,seattle,-0.7600855,-0.7247000068172005
1046,seattle,2.1452885,0.933005029756169
1047,seattle,2.5847862,1.4551393697414323
1048,seattle,2.7671313,1.460410622271387
1049,seattle,2.1164308,0.8936154372584022
105,seattle,-1.9115429,-2.058314318900035
1050,seattle,1.0131778,-0.0672550428220407
1051,seattle,0.84071594,-0.028684329385996247
1052,seattle,0.11289493,-0.11819701431890861
1053,seattle,2.288049,1.0910936224061745
1054,seattle,0.87421584,-0.23564216770105426
1055,seattle,2.8596158,1.8101168782894896
1056,seattle,1.6218901,0.9193770245396369
1057,seattle,2.6482396,1.550383731822017
1058,seattle,2.7374716,1.6607026539003609
1059,seattle,1.8597013,1.2213097052656952
106,seattle,0.49850085,0.1366682083927687
1060,seattle,2.1141145,0.6618133983526178
1061,seattle,2.6266255,1.3000240752273071
1062,seattle,1.521199,1.324064443340269
1063,seattle,1.9834396,1.335948385782362
1064,seattle,2.7193348,1.638280108762486
1065,seattle,2.7682076,1.697107250794601
1066,seattle,2.8004358,1.7397241831210324
1067,seattle,2.1140459,1.5228403675640467
1068,seattle,2.7855399,1.7209718081024117
1069,seattle,1.7625998,1.0567555568257194
107,seattle,0.44274867,0.07898660866330053
1070,seattle,0.6544745,-0.2708944198333136
1071,seattle,1.4772516,0.689757465296
1072,seattle,2.6263118,2.0596464920361908
1073,seattle,1.3831246,0.42169711234541174
1074,seattle,1.8976634,1.2253962433124033
1075,seattle,2.0884252,0.8560807181670328
1076,seattle,2.4625213,1.3207768696101791
1077,seattle,0.004015284,-0.15264619853798395
1078,seattle,1.3707925,0.4846799811667277
1079,seattle,2.368787,1.2090697955652223
108,seattle,0.5466402,0.7561581950179136
1080,seattle,0.82914525,0.570932208424955
1081,seattle,2.2945871,1.1091131959191802
1082,seattle,0.9974899,0.564463030152095
1083,seattle,2.5027156,1.3617655301960039
1084,seattle,2.315614,1.1328810916558738
1085,seattle,0.80203056,0.7974668671253525
1086,seattle,1.364205,0.4911855009594435
1087,seattle,0.44384813,0.3954460630775356
1088,seattle,0.71944743,0.5195434770530796
1089,seattle,0.72237307,0.5220620356426715
109,seattle,0.45469463,0.10317633499513343
1090,seattle,0.66802573,0.6370161907898422
1091,seattle,2.5896776,1.4670637582807455
1092,seattle,2.5769737,1.449325294608765
1093,seattle,2.2240102,1.5803142664596375
1094,seattle,0.84982693,0.8554087617799915
1095,seattle,2.0350692,1.3341005246936208
1096,seattle,2.884846,2.3670517117862544
1097,seattle,0.62573624,0.399141685854339
1098,seattle,2.265949,1.4072795571363443
1099,seattle,0.5709381,0.33211605197475363
11,seattle,1.3013994,0.9155816475864015
110,seattle,0.6783987,0.9274611386845321
1100,seattle,-0.31422207,-0.5399679140228374
1101,seattle,1.6563313,0.8688720548485144
1102,seattle,1.3720875,0.5225173144219892
1103,seattle,1.1999136,0.30414120567221764
1104,seattle,-0.26605698,-0.47562274289500334
1105,seattle,2.1287837,0.8952597736506075
1106,seattle,1.3402768,0.4855445966422091
1107,seattle,0.8406621,-0.14561196610936147
1108,seattle,1.8753842,1.4555870367974475
1109,seattle,0.09678411,-0.25398844226878914
111,seattle,0.66823196,0.9206983658919393
1110,seattle,0.8121118,0.6116298585182479
1111,seattle,0.070667475,-0.2862769072673288
1112,seattle,2.0489573,0.5918105620750126
1113,seattle,0.2500729,0.6773125785948079
1114,seattle,-0.32155216,-0.5519409316570294
1115,seattle,0.25186113,0.14983659485975134
1116,seattle,0.90747917,-0.32658397827754326
1117,seattle,1.3598377,-0.32434172376375575
1118,seattle,-0.37549818,-0.6273745172126196
1119,seattle,1.1564267,-0.35744701679692825
112,seattle,0.73893225,0.8595308221894057
1120,seattle,0.350741,-0.7894047908164077
1121,seattle,0.9692694,-0.8311408869829867
1122,seattle,-0.79877025,-1.3113752725736902
1123,seattle,0.1632178,0.03405582220928092
1124,seattle,-0.64018154,-0.6578613414132052
1125,seattle,-0.8506956,-0.9350830373129301
1126,seattle,0.06271499,-0.09153374892802982
1127,seattle,0.06655053,-0.08499374512205918
1128,seattle,0.17871244,0.025356257703808612
1129,seattle,-0.22807239,0.10931281249554523
113,seattle,0.6327571,0.3310881870395327
1130,seattle,-0.23496428,0.10079224534315265
1131,seattle,-0.20706935,-0.2377487114015849
1132,seattle,0.08011283,0.12252728656953601
1133,seattle,-0.014641238,-0.16501996856244874
1134,seattle,-0.28635213,-0.4633048611469562
1135,seattle,0.2078971,0.11193955956731803
1136,seattle,-0.6655909,-0.9450327408307357
1137,seattle,0.07696525,-0.04426053374735207
1138,seattle,-0.3989442,-0.484651277394068
1139,seattle,-0.15686138,-0.19157046619676316
114,seattle,0.594305,0.8302337876306677
1140,seattle,0.2570653,-0.04156982833080714
